sr_no,date,startup_name,industry_vertical,city_location,investors_name,investmentntype,amount_in_usd,year,month
2759,2015-05-05,Ignis Careers,Career Development,Hyderabad,Acumen Fund,Seed Funding,250000.0,2015,5
2760,2015-05-05,Square Yards,Real Estate Advisory,Gurgaon,Undisclosed Investors,Private Equity,6000000.0,2015,5
2761,2015-05-05,Fintellix,Banking Analytics Platform,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,15000000.0,2015,5
2763,2015-06-05,Delhivery,Ecommerce Logistics,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,85000000.0,2015,6
2764,2015-06-05,Swiggy,Online Food Delivery,Bangalore,Norwest Venture Partners,Private Equity,15000000.0,2015,6
2766,2015-07-05,Box8,Online Food Delivery,Mumbai,Mayfield Ventures,Private Equity,3500000.0,2015,7
2767,2015-07-05,Toppr,Online Education Platform,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,10000000.0,2015,7
2768,2015-07-05,Vedantu,Online Education Platform,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,5000000.0,2015,7
2769,2015-08-05,BuyHatke,Online Product Comparison,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,1000000.0,2015,8
2771,2015-08-05,Uniken,Online Security Platform,Pune,Exfinity Ventures,Private Equity,2000000.0,2015,8
2772,2015-08-05,GrandOpinion,Online Medical Diagnostic,New Delhi,Florida based Angel investor,Seed Funding,150000.0,2015,8
2774,2015-12-05,ZapStitch,Cloud Data Integration Platform,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,2000000.0,2015,12
2775,2015-12-05,Wassup,Mobile Laundry Cleaning Service,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,2000000.0,2015,12
2811,2015-03-04,Swiggy,Online Food Delivery,Bangalore,"Accel Partners, SAIF Partners",Private Equity,2000000.0,2015,3
2812,2015-04-04,Bluegape,Web Content Publishing,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,200000.0,2015,4
2813,2015-04-04,KeepTrax,Location Based App,Other,,Seed Funding,1000000.0,2015,4
2814,2015-06-04,InstaLively,Video Streaming,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,120000.0,2015,6
2815,2015-07-04,Pricejugaad,Price Comparison,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,165000.0,2015,7
2816,2015-07-04,Quikr,Online Classifieds,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,150000000.0,2015,7
2817,2015-07-04,PressPlay,Travel Entertainment,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,2200000.0,2015,7
2819,2015-08-04,FirstCry.com,eCommerce,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,10000000.0,2015,8
2820,2015-08-04,MobiKwik,Digital / Mobile Wallet,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,25000000.0,2015,8
2821,2015-08-04,Olacabs,Cab Aggregator,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,400000000.0,2015,8
2822,2015-09-04,Gadgetwood,Device Repair Svcs,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,200000.0,2015,9
2823,2015-09-04,Bonhomia,Premium Beverages,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,2000000.0,2015,9
2824,2015-09-04,Changer Mints,Digital / Mobile Wallet,Kolkata,Hyderabad based investor,Seed Funding,165000.0,2015,9
2825,2015-09-04,Urban Ladder,Online Furnishing\\neCommerce,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,50000000.0,2015,9
2827,2015-10-04,Whatfix,Interactive\\xc2\\xa0 How-To Guides,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,900000.0,2015,10
2829,2015-11-04,Zomato,Restaurant Reviews,Gurgaon,Info Edge (India),Private Equity,25000000.0,2015,11
2874,2015-02-03,TrulyMadly.com,Unknown,Other,"Helion Venture Partners, Kae Capital",Private Equity,5500000.0,2015,2
2875,2015-02-03,InstaLively,Unknown,Other,Group of Angel Investors,Seed Funding,120000.0,2015,2
2876,2015-03-03,Vserv,Unknown,Other,"Maverick Capital, IDG Ventures India",Private Equity,15000000.0,2015,3
2878,2015-05-03,Niffler,Unknown,Other,SAIF Partners,Seed Funding,1000000.0,2015,5
2879,2015-05-03,CustomFurnish.com,Unknown,Other,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Private Equity,2500000.0,2015,5
2880,2015-06-03,MapMyGenome,Unknown,Other,Rajan Anandan & other angel investors,Private Equity,1200000.0,2015,6
2881,2015-09-03,Crowdfire (formerly Justunfollow),Unknown,Other,Kalaari Capital,Private Equity,2500000.0,2015,9
2882,2015-09-03,Bite Club,Unknown,Other,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding,500000.0,2015,9
2884,2015-11-03,Appedo,Unknown,Other,Undisclosed Investors,Seed Funding,1000000.0,2015,11
2885,2015-11-03,Fitraq.com,Unknown,Other,Tarun Arora,Seed Funding,150000.0,2015,11
2886,2015-11-03,ChargeBee,Unknown,Other,"Tiger Global, Accel Partners",Private Equity,5000000.0,2015,11
2887,2015-11-03,Groupon India,Unknown,Other,Sequoia Capital,Private Equity,20000000.0,2015,11
2889,2015-12-03,MoonFrog Labs,Unknown,Other,"Tiger Global, Sequoia Capital.",Private Equity,15000000.0,2015,12
2934,2015-02-02,Faaya,Unknown,Other,Group of Angel Investors,Seed\\nFunding,16600.0,2015,2
2935,2015-02-02,InstaBounce,Unknown,Other,Group of Angel Investors,Seed\\nFunding,16600.0,2015,2
2936,2015-02-02,Chloroplast Foods,Unknown,Other,Group of Angel Investors,Seed\\nFunding,16600.0,2015,2
2937,2015-02-02,Dealwithus,Unknown,Other,Group of Angel Investors,Seed\\nFunding,16600.0,2015,2
2938,2015-02-02,CleverSharks,Unknown,Other,Group of Angel Investors,Seed\\nFunding,16600.0,2015,2
2939,2015-02-02,Leaf,Unknown,Other,Group of Angel Investors,Seed\\nFunding,16600.0,2015,2
2940,2015-02-02,SmartPocket,Unknown,Other,"Sol Primero, Rajiv Mehta",Seed\\nFunding,250000.0,2015,2
2941,2015-02-02,Yumist,Unknown,Other,Orios Venture Partner,Private Equity,1000000.0,2015,2
2943,2015-02-02,FirstCry,Unknown,Other,Valiant Capital Partners,Private Equity,26000000.0,2015,2
2944,2015-02-02,HolaChef,Unknown,Other,India Quotient,Seed\\nFunding,325000.0,2015,2
2945,2015-03-02,Frsh.co.in,Unknown,Other,"India Quotient, Kae Capital",Seed\\nFunding,518000.0,2015,3
2946,2015-03-02,Manthan,Unknown,Other,"Temasek, Norwest Venture Partners",Private Equity,60000000.0,2015,3
2948,2015-05-02,Culture Machine,Unknown,Other,"Tiger Global, Times Internet, Zodius Capital",Private Equity,18000000.0,2015,5
2950,2015-05-02,Aisle.co,Unknown,Other,"Anand Vijay, Shashank Mehrotra & Others",Seed\\nFunding,100000.0,2015,5
2951,2015-06-02,FreeCharge,Unknown,Other,"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina",Private Equity,80000000.0,2015,6
2952,2015-06-02,NewsHunt,Unknown,Other,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",Private Equity,40000000.0,2015,6
2953,2015-09-02,MyNoticePeriod,Unknown,Other,IDG Ventures,Private Equity,3000000.0,2015,9
2955,2015-09-02,Faaso\\xe2\\x80\\x99s,Unknown,Other,Lightbox Ventures,Private Equity,20000000.0,2015,9
2958,2015-11-02,Capital Float,Unknown,Other,"SAIF Partners, Sequoia Capital, Aspada",Private Equity,13000000.0,2015,11
2959,2015-11-02,Nimble Wireless,Unknown,Other,AngelPrime,Seed\\nFunding,3000000.0,2015,11
2962,2015-12-02,Stayzilla,Unknown,Other,"Nexus Venture Partners, Matrix Partners",Private Equity,20000000.0,2015,12
2963,2015-12-02,Practo,Unknown,Other,"Sequoia Capital, Matrix Partners",Private Equity,30000000.0,2015,12
2990,2015-02-01,LensKart,Unknown,Other,"TPG Growth, TR Capital, IDG Ventures",Private Equity,2150000.0,2015,2
2991,2015-02-01,VioletStreet,Unknown,Other,"Venkat Vallabhneni, Sudhakar Reddy, Srinivasa Rao Paturi",Seed\\nFunding,315000.0,2015,2
2992,2015-05-01,Lookup,Unknown,Other,"DeNA Co., Japan & Teruhide Sato (in Addition to MKS Switzerland & Kris GopalKrishnan)",Seed\\nFunding,380000.0,2015,5
2993,2015-05-01,#Fame,Unknown,Other,TO THE NEW Ventures,Private Equity,10000000.0,2015,5
2994,2015-05-01,Gympik,Unknown,Other,"Tom Clausen, Rohan Ajila, Haldyn Glass",Seed Funding,135000.0,2015,5
2995,2015-06-01,Near.in,Unknown,Other,"Anupam Mittal, Manish Vij, Prashant Tandon, Gaurav Agarwal, Akash Agarwal, Himanshu Aggarwal, Kevin Parikh",Seed Funding,285000.0,2015,6
2997,2015-06-01,NumberMall,Unknown,Other,SRI Capital,Private Equity,10000000.0,2015,6
2998,2015-06-01,Tookitaki,Unknown,Other,"Jungle Ventures, Redbright Partners, Blume Ventures",Private\\nEquity,1000000.0,2015,6
2999,2015-06-01,Frankly,Unknown,Other,Matrix Partners,Seed Funding,600000.0,2015,6
3001,2015-07-01,Nurturey,Unknown,Other,Seedrs Crowd funding platform,Crowd funding,125000.0,2015,7
3003,2015-07-01,Stridalyzer,Unknown,Other,Kickstarter,Crowd Funding,30768.0,2015,7
3004,2015-07-01,Commonfloor,Unknown,Other,Google Capital,Private Equity,5000000.0,2015,7
3006,2015-09-01,YepMe,Unknown,Other,"JS Capital, Helion Venture Partners, Capricorn Investment Group",Private Equity,13000000.0,2015,9
3009,2015-12-01,MyDreamStore,Unknown,Other,Undisclosed Investors,Seed Funding,290000.0,2015,12
